order_id,order_date,category,sub_category,region,channel,payment_method,quantity,unit_price,discount_pct,sales,profit,customer_segment
200273,2022-05-19,Home & Kitchen,Decor,East,Retail,Card,1,35.85,5.0,34.06,5.19,Returning
200274,2023-05-24,Fashion,Men,South,Mobile App,COD,1,136.7,15.0,116.19,18.97,Returning
200275,2022-09-26,Fashion,Women,West,Online,Card,2,128.45,0.0,256.9,49.46,Returning
200276,2022-02-12,Home & Kitchen,Kitchenware,South,Retail,UPI,3,267.2,0.0,801.6,93.98,Returning
200277,2023-11-20,Fashion,Kids,East,Online,Netbanking,1,32.41,5.0,30.79,7.77,Returning
200278,2023-10-13,Sports,Fitness,South,Mobile App,Card,3,52.38,20.0,125.71,22.62,Returning
200279,2022-10-23,Health,Personal Care,North,Online,Card,2,74.15,25.0,111.23,13.92,Returning
200280,2023-06-17,Home & Kitchen,Kitchenware,East,Online,Card,2,432.39,10.0,778.3,177.71,VIP
200281,2022-05-05,Fashion,Men,South,Mobile App,UPI,3,50.05,5.0,142.64,34.47,Returning
200282,2023-07-19,Health,Supplements,North,Marketplace,UPI,1,72.38,10.0,65.14,14.04,New
200283,2022-07-23,Electronics,Laptops,East,Retail,COD,2,278.1,25.0,417.15,4.17,Returning
200284,2023-11-14,Fashion,Women,West,Online,UPI,1,28.34,0.0,28.34,4.03,Returning
200285,2022-01-27,Electronics,Laptops,South,Online,COD,3,124.64,0.0,373.92,65.67,Returning
200286,2023-06-07,Fashion,Kids,West,Mobile App,Card,2,64.38,15.0,109.45,19.56,New
200287,2023-04-12,Sports,Outdoor,North,Online,Netbanking,1,304.21,0.0,304.21,63.34,VIP
200288,2023-04-05,Sports,Fitness,South,Mobile App,Card,2,279.93,5.0,531.87,141.29,New
200289,2023-02-27,Health,Personal Care,East,Retail,Card,1,30.86,20.0,24.69,2.08,Returning
200290,2023-02-23,Electronics,Accessories,North,Online,Card,1,206.08,15.0,175.17,29.87,New
200291,2023-11-23,Home & Kitchen,Kitchenware,West,Online,Card,2,47.35,0.0,94.7,21.59,New
200292,2023-05-02,Home & Kitchen,Furniture,North,Marketplace,Netbanking,3,250.76,25.0,564.21,44.84,New
200293,2023-04-26,Electronics,Audio,South,Online,UPI,1,141.62,25.0,106.22,8.0,Returning
200294,2023-08-25,Health,Supplements,North,Online,COD,1,58.93,0.0,58.93,10.31,New
200295,2022-07-18,Fashion,Women,South,Retail,Card,1,191.37,15.0,162.66,17.06,VIP
200296,2023-04-13,Electronics,Audio,East,Mobile App,Card,1,131.82,0.0,131.82,15.41,New
200297,2023-09-28,Fashion,Women,West,Retail,COD,1,162.38,10.0,146.14,35.83,New
200298,2023-11-16,Fashion,Kids,East,Mobile App,Netbanking,1,43.46,25.0,32.59,2.47,New
200299,2022-09-04,Fashion,Men,South,Mobile App,Card,1,38.43,0.0,38.43,9.25,New
200300,2022-06-08,Home & Kitchen,Furniture,North,Online,Netbanking,2,53.02,15.0,90.13,16.62,VIP
200301,2023-12-20,Health,Supplements,South,Online,UPI,1,111.67,0.0,111.67,40.58,Returning
200302,2023-03-09,Health,Supplements,South,Online,Netbanking,1,238.2,0.0,238.2,45.65,Returning
200303,2023-12-21,Health,Supplements,North,Retail,Netbanking,2,124.41,25.0,186.62,18.24,VIP
200304,2023-12-19,Fashion,Women,East,Online,Card,1,46.69,0.0,46.69,14.3,Returning
200305,2022-07-21,Sports,Outdoor,North,Online,Card,1,39.49,15.0,33.57,4.88,Returning
200306,2022-11-25,Home & Kitchen,Kitchenware,West,Online,Card,1,124.71,15.0,106.0,1.06,Returning
200307,2023-07-16,Sports,Outdoor,West,Online,Card,1,27.2,15.0,23.12,2.44,Returning
200308,2022-01-29,Sports,Fitness,South,Online,UPI,1,69.23,0.0,69.23,19.89,Returning
200309,2022-02-11,Electronics,Audio,North,Retail,UPI,1,112.96,25.0,84.72,23.77,VIP
200310,2023-12-22,Sports,Outdoor,North,Retail,Card,1,71.34,0.0,71.34,12.73,New
200311,2023-06-03,Home & Kitchen,Decor,North,Marketplace,UPI,1,497.27,20.0,397.82,30.75,New
200312,2022-10-03,Health,Supplements,South,Marketplace,Card,1,50.55,10.0,45.49,8.33,New
200313,2022-01-28,Electronics,Phones,South,Marketplace,COD,1,158.77,5.0,150.83,14.7,Returning
200314,2023-04-20,Home & Kitchen,Kitchenware,East,Online,Netbanking,1,237.96,5.0,226.06,82.76,New
200315,2023-11-25,Health,Supplements,North,Mobile App,Netbanking,1,117.36,0.0,117.36,13.11,New
200316,2023-01-21,Health,Supplements,North,Marketplace,Netbanking,1,294.05,5.0,279.35,94.84,Returning
200317,2023-12-04,Home & Kitchen,Decor,North,Retail,Netbanking,1,64.18,0.0,64.18,7.6,Returning
200318,2022-07-14,Fashion,Women,West,Online,Card,2,115.73,0.0,231.46,35.94,New
200319,2023-10-11,Sports,Fitness,North,Mobile App,Netbanking,3,111.16,5.0,316.81,63.68,New
200320,2023-11-20,Fashion,Kids,South,Retail,UPI,1,135.28,0.0,135.28,22.56,New
200321,2022-10-07,Electronics,Accessories,East,Online,Card,1,82.75,10.0,74.48,17.44,Returning
200322,2023-05-20,Health,Personal Care,North,Mobile App,Netbanking,2,187.59,15.0,318.9,35.83,New
200323,2022-03-02,Fashion,Kids,North,Online,Card,3,38.24,0.0,114.72,18.51,VIP
200324,2023-04-02,Home & Kitchen,Decor,West,Retail,Card,1,99.94,25.0,74.95,8.3,Returning
200325,2022-10-25,Fashion,Women,North,Online,Card,1,282.11,10.0,253.9,44.99,Returning
200326,2022-05-29,Fashion,Women,South,Online,Card,1,56.56,0.0,56.56,12.7,New
200327,2022-11-24,Sports,Fitness,South,Online,Netbanking,1,89.85,0.0,89.85,28.29,Returning
200328,2022-02-17,Health,Supplements,West,Marketplace,Card,1,29.93,5.0,28.43,5.25,New
200329,2023-06-26,Fashion,Kids,North,Mobile App,Card,1,126.63,5.0,120.3,12.51,Returning
200330,2022-01-14,Fashion,Women,West,Retail,Card,2,52.24,0.0,104.48,23.39,Returning
200331,2023-12-27,Fashion,Women,South,Mobile App,Card,1,112.24,0.0,112.24,16.01,VIP
200332,2022-03-01,Sports,Outdoor,North,Online,Card,1,30.56,0.0,30.56,2.42,New
200333,2023-01-13,Electronics,Accessories,West,Online,Card,1,181.19,5.0,172.13,42.99,Returning
200334,2023-11-19,Health,Personal Care,West,Marketplace,UPI,1,71.69,20.0,57.35,11.91,Returning
200335,2023-08-13,Fashion,Women,West,Online,UPI,1,106.12,0.0,106.12,15.95,Returning
200336,2023-08-24,Electronics,Accessories,East,Mobile App,Card,3,84.85,25.0,190.91,12.87,New
200337,2023-09-21,Health,Supplements,West,Mobile App,UPI,3,58.76,20.0,141.02,1.41,New
200338,2023-07-04,Sports,Fitness,South,Marketplace,Card,1,215.59,0.0,215.59,58.65,Returning
200339,2022-09-23,Health,Supplements,North,Online,Card,1,32.3,0.0,32.3,4.79,Returning
200340,2023-06-05,Home & Kitchen,Kitchenware,West,Online,Card,2,30.63,25.0,45.95,0.46,Returning
200341,2022-05-04,Home & Kitchen,Kitchenware,East,Online,Card,3,160.27,15.0,408.69,65.41,VIP
200342,2023-09-12,Home & Kitchen,Kitchenware,East,Online,Netbanking,3,52.36,10.0,141.37,25.51,Returning
200343,2023-07-12,Electronics,Phones,North,Mobile App,COD,1,136.86,15.0,116.33,7.74,New
200344,2022-06-18,Sports,Fitness,North,Online,UPI,3,118.41,0.0,355.23,88.24,New
200345,2022-11-12,Home & Kitchen,Furniture,West,Mobile App,Card,2,290.33,0.0,580.66,211.07,Returning
200346,2023-07-25,Home & Kitchen,Furniture,East,Online,UPI,1,46.93,0.0,46.93,7.63,Returning
200347,2023-01-20,Sports,Outdoor,North,Marketplace,COD,2,90.74,10.0,163.33,35.1,Returning
200348,2022-03-09,Electronics,Laptops,North,Online,UPI,1,126.28,10.0,113.65,2.78,VIP
200349,2022-05-21,Electronics,Audio,East,Marketplace,Card,1,288.97,15.0,245.62,6.59,New
200350,2022-08-17,Home & Kitchen,Kitchenware,East,Mobile App,Netbanking,1,31.05,25.0,23.29,0.49,VIP
200351,2023-01-18,Health,Supplements,West,Marketplace,Card,1,171.11,15.0,145.44,11.48,New
200352,2022-09-06,Sports,Fitness,North,Online,Netbanking,3,83.2,10.0,224.64,45.27,New
200353,2022-01-25,Fashion,Women,West,Mobile App,UPI,1,153.26,15.0,130.27,7.9,Returning
200354,2022-04-17,Health,Personal Care,West,Retail,COD,1,95.07,10.0,85.56,6.54,Returning
200355,2022-06-27,Fashion,Men,South,Marketplace,Card,3,52.11,5.0,148.51,37.34,Returning
200356,2023-07-14,Health,Personal Care,South,Retail,Netbanking,3,141.95,15.0,361.97,27.89,Returning
200357,2023-08-25,Home & Kitchen,Furniture,South,Online,UPI,2,42.3,25.0,63.45,10.51,New
200358,2023-07-06,Fashion,Kids,South,Online,Card,1,75.11,0.0,75.11,9.84,Returning
200359,2023-06-23,Fashion,Men,East,Online,UPI,1,56.07,15.0,47.66,5.53,Returning
200360,2022-01-28,Electronics,Phones,East,Retail,UPI,1,103.34,5.0,98.17,15.34,Returning
200361,2022-12-14,Health,Personal Care,South,Online,Card,3,77.14,0.0,231.42,19.55,Returning
200362,2023-03-08,Fashion,Women,South,Mobile App,Card,1,76.69,10.0,69.02,6.73,Returning
200363,2022-11-05,Sports,Outdoor,East,Marketplace,Card,1,102.68,5.0,97.55,33.75,Returning
200364,2022-06-29,Fashion,Women,North,Marketplace,Card,3,132.74,0.0,398.22,58.65,Returning
200365,2022-01-17,Home & Kitchen,Kitchenware,East,Retail,Card,1,83.94,0.0,83.94,22.98,New
200366,2022-05-08,Sports,Fitness,South,Retail,UPI,1,220.91,15.0,187.77,37.88,Returning
200367,2023-05-13,Sports,Fitness,North,Mobile App,Card,3,57.15,0.0,171.45,9.42,Returning
200368,2023-10-17,Fashion,Kids,East,Online,Card,2,36.12,10.0,65.02,10.48,Returning
200369,2022-09-09,Health,Personal Care,North,Retail,COD,1,25.58,5.0,24.3,6.4,Returning
200370,2022-12-01,Home & Kitchen,Furniture,West,Online,Card,1,56.02,10.0,50.42,5.45,VIP
200371,2023-05-12,Home & Kitchen,Kitchenware,East,Mobile App,Card,2,153.2,10.0,275.76,24.78,VIP
200372,2023-05-06,Health,Supplements,West,Retail,UPI,1,46.24,5.0,43.93,3.81,New
200373,2023-02-26,Health,Supplements,West,Retail,UPI,1,367.76,0.0,367.76,90.95,Returning
200374,2022-01-28,Health,Supplements,South,Mobile App,UPI,3,64.05,15.0,163.33,39.09,New
200375,2022-04-06,Electronics,Phones,West,Online,Netbanking,1,155.69,0.0,155.69,18.25,New
200376,2023-07-08,Fashion,Women,East,Mobile App,Netbanking,1,63.1,25.0,47.33,1.34,New
200377,2022-08-31,Electronics,Audio,West,Retail,Card,1,244.84,10.0,220.36,42.94,New
200378,2022-08-24,Fashion,Kids,North,Retail,Card,1,81.06,10.0,72.95,20.34,New
200379,2023-01-10,Health,Personal Care,West,Retail,COD,1,45.98,0.0,45.98,8.36,Returning
200380,2023-07-16,Fashion,Kids,East,Mobile App,UPI,3,94.43,15.0,240.8,44.58,Returning
200381,2023-01-03,Home & Kitchen,Furniture,West,Marketplace,UPI,1,226.99,0.0,226.99,14.68,New
200382,2023-10-16,Home & Kitchen,Decor,North,Online,Card,1,131.43,5.0,124.86,41.15,Returning
200383,2023-02-03,Sports,Fitness,South,Retail,Card,1,71.16,15.0,60.49,9.05,New
200384,2022-06-15,Home & Kitchen,Furniture,West,Online,Netbanking,3,122.17,0.0,366.51,17.24,Returning
200385,2023-02-22,Electronics,Phones,East,Marketplace,Card,1,135.03,0.0,135.03,39.85,Returning
200386,2023-07-27,Fashion,Women,South,Online,Card,3,38.42,15.0,97.97,11.82,New
200387,2023-12-11,Fashion,Women,North,Online,Card,1,299.61,10.0,269.65,65.91,Returning
200388,2023-07-11,Home & Kitchen,Kitchenware,North,Marketplace,UPI,1,65.83,10.0,59.25,8.72,Returning
200389,2023-09-16,Health,Personal Care,West,Online,Card,1,487.72,0.0,487.72,108.18,New
200390,2023-04-12,Fashion,Kids,East,Retail,Netbanking,2,218.45,15.0,371.36,52.22,New
200391,2023-12-27,Home & Kitchen,Kitchenware,East,Mobile App,Netbanking,2,101.95,0.0,203.9,48.52,New
200392,2022-07-29,Health,Personal Care,South,Online,Card,3,40.04,5.0,114.11,11.41,Returning
200393,2022-12-15,Electronics,Laptops,West,Mobile App,UPI,2,135.29,20.0,216.46,28.24,Returning
200394,2022-11-25,Electronics,Accessories,West,Online,COD,1,127.0,0.0,127.0,23.82,New
200395,2023-06-23,Home & Kitchen,Decor,West,Online,Card,2,135.61,25.0,203.42,41.45,New
200396,2022-03-13,Health,Supplements,East,Marketplace,COD,1,41.03,20.0,32.82,3.11,Returning
200397,2023-05-20,Sports,Fitness,East,Retail,Card,1,93.4,0.0,93.4,22.64,VIP
200398,2022-05-08,Home & Kitchen,Furniture,North,Marketplace,UPI,1,266.19,10.0,239.57,60.18,New
200399,2022-02-12,Fashion,Kids,South,Online,Card,3,104.99,0.0,314.97,64.28,New
200400,2023-11-05,Home & Kitchen,Furniture,East,Online,Card,1,90.42,10.0,81.38,7.63,Returning
200401,2022-12-12,Electronics,Laptops,West,Online,UPI,1,61.22,0.0,61.22,5.35,New
200402,2022-02-26,Fashion,Women,North,Marketplace,UPI,3,103.66,20.0,248.78,22.13,Returning
200403,2022-06-25,Home & Kitchen,Kitchenware,South,Retail,Netbanking,1,72.83,10.0,65.55,14.96,New
200404,2022-04-30,Electronics,Laptops,East,Online,Card,1,137.68,10.0,123.91,27.46,VIP
200405,2023-02-01,Electronics,Laptops,East,Online,Netbanking,1,137.04,10.0,123.34,32.79,New
200406,2023-09-28,Health,Supplements,West,Online,UPI,3,90.31,15.0,230.29,24.86,New
200407,2023-11-07,Electronics,Accessories,East,Marketplace,UPI,3,71.78,0.0,215.34,66.36,New
200408,2022-08-20,Sports,Fitness,South,Online,Netbanking,3,146.09,25.0,328.7,74.34,Returning
200409,2023-10-17,Electronics,Laptops,East,Marketplace,Netbanking,1,127.63,20.0,102.1,8.58,New
200410,2022-03-26,Fashion,Women,North,Online,UPI,1,294.91,0.0,294.91,52.05,Returning
200411,2023-03-04,Fashion,Men,South,Marketplace,COD,3,97.33,10.0,262.79,33.14,Returning
200412,2023-04-28,Sports,Fitness,East,Mobile App,Card,1,190.83,0.0,190.83,56.06,Returning
200413,2023-08-16,Health,Personal Care,North,Mobile App,Card,3,246.96,10.0,666.79,90.62,New
200414,2023-09-07,Electronics,Accessories,East,Online,Netbanking,1,257.34,0.0,257.34,46.11,Returning
200415,2022-06-25,Fashion,Kids,North,Retail,Netbanking,1,194.19,5.0,184.48,1.84,New
200416,2023-03-04,Home & Kitchen,Decor,West,Retail,Netbanking,2,26.6,25.0,39.9,0.4,New
200417,2022-11-26,Electronics,Phones,East,Mobile App,UPI,3,243.22,5.0,693.18,123.0,Returning
200418,2023-12-19,Home & Kitchen,Furniture,South,Online,Card,2,59.07,10.0,106.33,17.85,Returning
200419,2023-11-08,Sports,Outdoor,South,Retail,UPI,3,163.23,20.0,391.75,3.92,New
200420,2023-10-12,Home & Kitchen,Decor,West,Online,Card,1,205.36,0.0,205.36,58.34,Returning
200421,2023-02-10,Home & Kitchen,Kitchenware,East,Retail,UPI,1,131.38,0.0,131.38,33.64,New
200422,2022-03-11,Electronics,Phones,East,Marketplace,COD,1,108.25,10.0,97.42,21.23,New
200423,2023-03-29,Home & Kitchen,Furniture,East,Retail,UPI,1,324.43,15.0,275.77,47.48,Returning
200424,2023-06-23,Health,Supplements,West,Online,Card,1,61.05,0.0,61.05,10.99,New
200425,2023-10-31,Sports,Outdoor,South,Marketplace,Card,1,30.81,0.0,30.81,5.33,New
200426,2023-02-08,Electronics,Phones,North,Retail,COD,1,126.44,20.0,101.15,13.28,New
200427,2022-07-06,Sports,Outdoor,North,Online,Card,3,143.72,20.0,344.93,78.23,New
200428,2023-12-25,Fashion,Kids,North,Online,UPI,1,123.23,0.0,123.23,17.83,Returning
200429,2023-03-16,Home & Kitchen,Furniture,North,Mobile App,COD,2,96.32,0.0,192.64,16.62,Returning
200430,2023-04-22,Fashion,Men,North,Retail,Netbanking,1,42.05,15.0,35.74,6.86,New
200431,2022-09-21,Home & Kitchen,Kitchenware,West,Online,COD,1,238.86,20.0,191.09,14.3,Returning
200432,2022-09-24,Health,Personal Care,South,Online,UPI,1,48.83,20.0,39.06,8.05,Returning
200433,2023-11-14,Fashion,Women,South,Marketplace,Card,3,35.02,15.0,89.3,2.2,Returning
200434,2023-10-10,Home & Kitchen,Decor,East,Online,UPI,1,125.39,20.0,100.31,1.0,VIP
200435,2023-05-15,Sports,Outdoor,South,Mobile App,Card,1,66.4,25.0,49.8,5.22,New
200436,2022-12-25,Fashion,Men,East,Mobile App,Netbanking,1,284.26,10.0,255.83,52.01,Returning
200437,2023-01-21,Electronics,Phones,East,Retail,Netbanking,1,189.73,0.0,189.73,41.24,Returning
200438,2023-06-09,Fashion,Women,North,Online,UPI,1,122.89,0.0,122.89,14.44,New
200439,2023-12-31,Fashion,Women,West,Online,Netbanking,1,39.2,0.0,39.2,17.26,Returning
200440,2022-10-12,Health,Supplements,East,Online,UPI,3,106.54,15.0,271.68,86.29,Returning
200441,2022-07-31,Electronics,Accessories,North,Mobile App,Card,2,285.24,25.0,427.86,17.36,New
200442,2023-06-25,Sports,Outdoor,East,Online,UPI,3,31.68,10.0,85.54,32.23,VIP
200443,2022-11-12,Home & Kitchen,Kitchenware,South,Retail,Card,1,139.37,5.0,132.4,32.57,Returning
200444,2022-02-14,Home & Kitchen,Furniture,East,Online,Card,2,25.06,5.0,47.61,10.88,Returning
200445,2022-10-06,Home & Kitchen,Kitchenware,West,Online,UPI,1,32.79,0.0,32.79,7.41,Returning
200446,2022-07-21,Health,Personal Care,South,Online,Netbanking,1,75.62,0.0,75.62,14.28,New
200447,2023-07-16,Fashion,Kids,West,Mobile App,Netbanking,3,39.05,10.0,105.43,5.86,Returning
200448,2023-12-05,Fashion,Kids,South,Online,Card,1,43.39,25.0,32.54,0.33,New
200449,2023-12-30,Health,Supplements,North,Mobile App,Card,1,90.31,5.0,85.79,28.82,New
200450,2022-10-23,Fashion,Kids,North,Online,Card,1,92.33,5.0,87.71,9.24,Returning
200451,2022-11-18,Fashion,Men,East,Marketplace,Card,1,97.52,0.0,97.52,28.27,New
200452,2022-06-06,Electronics,Audio,West,Online,COD,3,143.42,0.0,430.26,110.57,New
200453,2022-01-11,Sports,Outdoor,South,Mobile App,Netbanking,2,177.96,10.0,320.33,78.12,New
200454,2022-08-24,Home & Kitchen,Furniture,West,Retail,Card,1,634.13,10.0,570.72,42.31,VIP
200455,2023-01-02,Fashion,Kids,South,Marketplace,Card,3,81.72,10.0,220.64,19.09,VIP
200456,2023-08-22,Electronics,Laptops,South,Retail,Card,2,407.92,25.0,611.88,6.12,VIP
200457,2023-10-08,Home & Kitchen,Kitchenware,West,Retail,Netbanking,3,126.82,25.0,285.34,52.14,New
200458,2022-03-22,Electronics,Laptops,West,Retail,Card,1,133.52,0.0,133.52,20.59,New
200459,2022-12-22,Health,Supplements,North,Mobile App,COD,1,30.69,10.0,27.62,2.57,New
200460,2023-03-08,Sports,Outdoor,North,Marketplace,Netbanking,1,313.79,10.0,282.41,61.99,Returning
200461,2023-06-17,Fashion,Men,North,Marketplace,UPI,1,74.69,0.0,74.69,22.98,Returning
200462,2023-07-30,Electronics,Laptops,North,Online,Netbanking,1,374.29,25.0,280.72,72.39,New
200463,2022-06-14,Sports,Outdoor,South,Retail,COD,1,37.63,20.0,30.1,4.62,Returning
200464,2022-01-09,Health,Personal Care,North,Marketplace,Card,1,47.01,15.0,39.96,6.92,Returning
200465,2022-07-03,Fashion,Kids,East,Marketplace,COD,1,169.4,0.0,169.4,12.63,Returning
200466,2022-06-06,Sports,Fitness,East,Online,Card,1,173.98,0.0,173.98,47.53,VIP
200467,2022-07-18,Fashion,Kids,West,Online,Netbanking,3,44.43,20.0,106.63,17.89,Returning
200468,2022-12-30,Health,Personal Care,North,Retail,Card,2,89.15,25.0,133.73,1.34,New
200469,2022-10-12,Electronics,Audio,North,Online,Card,3,167.34,20.0,401.62,35.54,Returning
200470,2022-04-16,Fashion,Kids,North,Online,Card,1,163.82,25.0,122.86,10.32,New
200471,2022-08-26,Health,Personal Care,West,Online,Card,1,62.73,25.0,47.05,2.45,Returning
200472,2022-11-02,Home & Kitchen,Furniture,South,Retail,Netbanking,2,56.39,20.0,90.22,22.97,New
200473,2022-10-13,Home & Kitchen,Decor,West,Online,UPI,3,30.83,5.0,87.87,23.8,Returning
200474,2023-03-26,Electronics,Accessories,North,Mobile App,Netbanking,1,124.01,25.0,93.01,3.13,Returning
200475,2023-04-28,Fashion,Men,North,Online,UPI,1,31.61,10.0,28.45,6.68,New
200476,2023-11-15,Health,Personal Care,South,Retail,UPI,3,51.3,25.0,115.42,1.15,VIP
200477,2022-03-27,Fashion,Kids,East,Retail,COD,1,30.32,10.0,27.29,0.89,New
200478,2022-02-06,Health,Supplements,West,Retail,UPI,1,62.62,0.0,62.62,21.03,Returning
200479,2023-03-30,Home & Kitchen,Kitchenware,South,Mobile App,Card,3,31.11,20.0,74.66,16.33,New
200480,2023-07-20,Health,Personal Care,South,Online,Card,1,116.29,0.0,116.29,25.75,Returning
200481,2023-05-03,Home & Kitchen,Decor,South,Online,COD,1,90.41,5.0,85.89,17.67,Returning
200482,2023-04-17,Health,Supplements,North,Online,COD,2,28.73,15.0,48.84,3.85,VIP
200483,2022-01-12,Fashion,Kids,North,Marketplace,Card,1,26.58,0.0,26.58,5.28,Returning
200484,2023-05-09,Fashion,Kids,South,Mobile App,Card,2,76.09,25.0,114.14,11.55,Returning
200485,2023-07-01,Home & Kitchen,Decor,West,Mobile App,Card,1,99.29,5.0,94.33,9.76,Returning
200486,2023-04-29,Home & Kitchen,Kitchenware,North,Mobile App,UPI,2,90.63,0.0,181.26,64.44,Returning
200487,2023-03-05,Electronics,Laptops,East,Retail,Card,3,149.69,25.0,336.8,15.56,Returning
200488,2023-08-28,Electronics,Accessories,East,Online,UPI,1,64.9,25.0,48.68,0.49,Returning
200489,2023-03-02,Home & Kitchen,Kitchenware,North,Online,Netbanking,2,26.59,25.0,39.88,10.08,New
200490,2022-08-14,Fashion,Men,South,Online,Netbanking,1,79.86,25.0,59.89,4.86,New
200491,2022-10-09,Home & Kitchen,Furniture,South,Marketplace,Card,3,200.48,15.0,511.22,55.6,Returning
200492,2022-12-04,Sports,Outdoor,East,Retail,COD,1,90.93,15.0,77.29,6.96,New
200493,2023-10-13,Home & Kitchen,Kitchenware,West,Mobile App,Card,1,39.72,0.0,39.72,5.59,Returning
200494,2023-02-22,Home & Kitchen,Furniture,North,Marketplace,UPI,2,56.32,0.0,112.64,7.07,Returning
200495,2022-08-04,Fashion,Women,North,Mobile App,Card,1,266.04,0.0,266.04,64.4,New
200496,2023-01-23,Electronics,Phones,West,Retail,UPI,2,278.96,25.0,418.44,15.98,Returning
200497,2022-12-12,Health,Supplements,South,Mobile App,UPI,1,72.65,15.0,61.75,11.86,Returning
200498,2022-02-09,Electronics,Accessories,South,Online,Card,1,88.24,20.0,70.59,8.95,VIP
200499,2023-06-20,Home & Kitchen,Furniture,East,Online,Netbanking,2,349.68,25.0,524.52,5.25,Returning
200500,2023-08-12,Fashion,Women,West,Online,Card,1,634.56,10.0,571.1,134.18,New
200501,2022-01-03,Home & Kitchen,Furniture,West,Marketplace,COD,1,101.34,25.0,76.0,3.55,New
200502,2023-12-05,Fashion,Women,South,Online,COD,1,60.23,10.0,54.21,13.77,Returning
200503,2022-03-19,Electronics,Audio,East,Marketplace,Netbanking,1,146.17,20.0,116.94,19.6,New
200504,2022-09-19,Fashion,Men,West,Online,UPI,1,106.64,0.0,106.64,34.92,Returning
200505,2023-04-02,Home & Kitchen,Decor,North,Online,Netbanking,1,29.26,10.0,26.33,3.56,Returning
200506,2023-09-19,Electronics,Laptops,West,Mobile App,Netbanking,1,111.5,10.0,100.35,13.85,Returning
200507,2023-11-01,Electronics,Phones,North,Online,Card,2,231.74,0.0,463.48,86.03,VIP
200508,2022-06-15,Home & Kitchen,Kitchenware,North,Retail,Netbanking,3,125.23,0.0,375.69,56.09,Returning
200509,2023-06-19,Health,Supplements,East,Marketplace,Card,3,323.21,5.0,921.15,229.79,New
200510,2023-09-23,Fashion,Men,North,Online,Card,1,34.76,25.0,26.07,0.7,Returning
200511,2022-02-28,Electronics,Audio,West,Online,Netbanking,2,158.87,0.0,317.74,99.2,New
200512,2023-09-04,Electronics,Accessories,North,Online,Card,1,105.01,0.0,105.01,33.06,Returning
200513,2022-09-12,Fashion,Women,West,Online,Card,1,272.28,25.0,204.21,23.62,Returning
200514,2023-03-04,Sports,Fitness,West,Online,Card,3,41.69,5.0,118.82,6.5,Returning
200515,2022-09-08,Fashion,Women,East,Online,Card,1,43.15,25.0,32.36,4.57,New
200516,2022-11-17,Sports,Fitness,South,Online,Card,1,65.25,5.0,61.99,12.51,VIP
200517,2022-04-27,Electronics,Audio,East,Online,UPI,3,302.83,25.0,681.37,6.81,New
200518,2022-02-21,Home & Kitchen,Kitchenware,East,Retail,COD,1,222.98,0.0,222.98,27.87,Returning
200519,2022-06-11,Electronics,Phones,North,Online,COD,1,271.03,5.0,257.48,70.13,Returning
200520,2022-05-14,Health,Personal Care,North,Retail,Card,1,86.9,10.0,78.21,7.24,New
200521,2022-11-19,Fashion,Women,North,Retail,Card,1,634.6,0.0,634.6,74.61,Returning
200522,2023-09-16,Sports,Fitness,East,Mobile App,Netbanking,1,70.31,5.0,66.79,15.87,Returning
200523,2022-09-18,Electronics,Phones,East,Online,Card,1,390.13,20.0,312.1,45.44,Returning
200524,2022-04-27,Sports,Outdoor,South,Marketplace,UPI,1,307.1,25.0,230.33,41.02,New
200525,2023-01-18,Electronics,Audio,West,Online,UPI,1,103.24,0.0,103.24,21.57,Returning
200526,2023-06-28,Health,Personal Care,East,Online,UPI,2,198.45,0.0,396.9,76.94,Returning
200527,2023-06-28,Fashion,Women,West,Online,COD,1,33.04,5.0,31.39,4.25,Returning
200528,2023-06-30,Electronics,Laptops,East,Online,COD,1,91.67,20.0,73.34,9.98,Returning
200529,2023-12-20,Sports,Fitness,South,Marketplace,Netbanking,1,60.46,20.0,48.37,2.39,Returning
200530,2022-08-02,Electronics,Phones,North,Online,Card,2,238.12,0.0,476.24,57.85,New
200531,2022-05-20,Home & Kitchen,Kitchenware,East,Online,UPI,2,229.53,20.0,367.25,50.83,VIP
200532,2023-09-26,Fashion,Kids,South,Retail,Card,1,98.57,0.0,98.57,25.31,Returning
200533,2022-06-25,Electronics,Laptops,West,Online,Card,3,175.15,25.0,394.09,32.22,Returning
200534,2023-07-17,Electronics,Phones,East,Mobile App,COD,1,222.38,15.0,189.02,30.69,New
200535,2022-01-20,Health,Supplements,West,Online,Card,3,36.67,15.0,93.51,14.66,Returning
200536,2022-10-08,Health,Personal Care,West,Online,Card,3,149.57,5.0,426.27,87.57,Returning
200537,2023-12-15,Electronics,Laptops,North,Marketplace,Card,1,157.85,20.0,126.28,24.21,VIP
200538,2023-09-29,Fashion,Kids,North,Online,Card,3,128.97,0.0,386.91,163.23,VIP
200539,2022-12-12,Electronics,Accessories,North,Online,Card,2,61.16,10.0,110.09,15.92,VIP
200540,2022-11-09,Fashion,Women,West,Online,Card,1,39.42,25.0,29.57,5.46,New
200541,2023-03-21,Home & Kitchen,Furniture,South,Online,Card,1,34.67,10.0,31.2,4.96,New
200542,2022-12-18,Fashion,Women,East,Marketplace,Card,1,247.42,0.0,247.42,26.85,New
200543,2022-11-11,Fashion,Kids,West,Online,Card,1,80.12,0.0,80.12,10.34,New
